ASSESSMENT,RECORD_ID,STREAM_LAK,STREAM_NAM,LAKE_NAME,BEACH_NAME,LLID_STREA,LLID_STR_1,LLID_LAKE,EPA_BEACH_,SEGMENT_ID,HUC_4TH_CO,HUC_4TH_NA,HUC_3RD_NA,MILES,RM1,RM2,SEGMENT_MI,POLLUTANT,POLLUTANT_,SEASON,SEASON_ID,ASSESSME_1,ASSESSME_2,ACTION,ACTION_ID,NUMERIC_CR,AFFECTED_U,LISTING_ST,STATUS_ID,PREVIOUS_S,PREVIOUS_A,LISTING_YE,TMDL_INFO,CRITERIA,Shape_Leng,PlanName
"30,273.00","25,782.00",Molalla River,Molalla River, , ,"1,227,171,452,980.00","1,227,171,452,980.00",0, ,"31,783.00",17090009,Molalla-Pudding,Willamette,0 to 48.2,0,48.2,48.2,Lead,"2,257.00",Year Round,3,"2,012.00",6/25/2013 0:00,Added to database,7,24,Aquatic life,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17, , , , ,Table 20 Toxic Substances,"252,729.04",Molalla-Pudding French Prairie North Santiam
"28,187.00","24,509.00",Pudding River,Pudding River, , ,"1,227,161,452,840.00","1,227,161,452,840.00",0, ,"9,234.00",17090009,Molalla-Pudding,Willamette,0 to 61.8,0,61.8,61.8,Guthion,"2,243.00",Year Round,3,"2,010.00",1/29/2013 0:00,No action,21,24,Aquatic life,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: EPA addition to 303(d) list,Previous Assessment Year: 2010, ,Table 20 Toxic Substances,"315,654.18",Molalla-Pudding French Prairie North Santiam
"26,343.00","17,267.00",Bashaw Creek,Bashaw Creek, , ,"1,231,234,447,870.00","1,231,234,447,870.00",0, ,"1,836.00",17090007,Middle Willamette,Willamette,0 to 4.8,0,4.8,4.8,E. Coli,2,FallWinterSpring,2,"2,010.00",10/29/2010 0:00,No action,21,1,Water contact recreation,"Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,"TMDL Approved: 09/29/2006
Willamette Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Willamette Basin TMDL</a>",30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml,"24,543.69",Molalla-Pudding French Prairie North Santiam
"26,330.00","16,868.00",McKinney Creek,McKinney Creek, , ,"1,229,608,448,450.00","1,229,608,448,450.00",0, ,"9,542.00",17090007,Middle Willamette,Willamette,0 to 7.3,0,7.3,7.3,E. Coli,2,FallWinterSpring,2,"2,010.00",10/29/2010 0:00,No action,21,1,Water contact recreation,"Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,"TMDL Approved: 09/29/2006
Willamette Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Willamette Basin TMDL</a>",30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml,"38,272.18",Molalla-Pudding French Prairie North Santiam
"30,467.00","25,239.00",Zollner Creek,Zollner Creek, , ,"1,228,266,451,050.00","1,228,266,451,050.00",0, ,"1,640.00",17090009,Molalla-Pudding,Willamette,0 to 7.8,0,7.8,7.8,"DDE 4,4","2,190.00",Year Round,3,"2,012.00",6/25/2013 0:00,Added to database,7,46,Human health,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17, , , , ,Table 40 Human Health Criteria for Toxic Pollutants,"40,078.46",Molalla-Pudding French Prairie North Santiam
"26,333.00","17,005.00",Pringle Creek Trib,Pringle Creek Trib, , ,"1,230,217,449,090.00","1,230,217,449,090.00",0, ,"9,639.00",17090007,Middle Willamette,Willamette,0 to 2.8,0,2.8,2.8,E. Coli,2,Summer,1,"2,010.00",10/29/2010 0:00,No action,21,1,Water contact recreation,"Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,"TMDL Approved: 09/29/2006
Willamette Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Willamette Basin TMDL</a>",30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml,"14,589.62",Molalla-Pudding French Prairie North Santiam
"26,329.00","16,867.00",Perrin Lateral,Perrin Lateral, , ,"1,229,581,448,450.00","1,229,581,448,450.00",0, ,"9,539.00",17090007,Middle Willamette,Willamette,0 to 8.1,0,8.1,8.1,E. Coli,2,FallWinterSpring,2,"2,010.00",10/29/2010 0:00,No action,21,1,Water contact recreation,"Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,"TMDL Approved: 09/29/2006
Willamette Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Willamette Basin TMDL</a>",30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml,"42,098.10",Molalla-Pudding French Prairie North Santiam
"26,001.00","12,920.00",Pine Creek,Pine Creek, , ,"1,224,828,450,150.00","1,224,828,450,150.00",0, ,"1,448.00",17090009,Molalla-Pudding,Willamette,0 to 7.2,0,7.2,7.2,Temperature,12,Year Round (Non-spawning),71,"2,010.00",10/29/2010 0:00,No action,21,33,Core cold water habitat,"Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,"TMDL Approved: 12/31/2008
Molalla-Pudding Subbasin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Molalla-Pudding Subbasin TMDL</a>",Core cold water habitat: 16.0 degrees Celsius 7-day-average maximum,"37,899.05",Molalla-Pudding French Prairie North Santiam
"26,101.00","13,058.00",Mill Creek,Mill Creek, , ,"1,230,393,449,520.00","1,230,393,449,520.00",0, ,"1,782.00",17090007,Middle Willamette,Willamette,0 to 25.7,0,25.7,25.7,Temperature,12,Year Round (Non-spawning),71,"2,010.00",10/29/2010 0:00,No action,21,34,Salmon and trout rearing and migration,"Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,"TMDL Approved: 09/29/2006
Willamette Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Willamette Basin TMDL</a>",Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,"134,492.77",Molalla-Pudding French Prairie North Santiam
"25,891.00","7,138.00",Elkhorn Creek,Elkhorn Creek, , ,"1,223,911,448,180.00","1,223,911,448,180.00",0, ,"1,394.00",17090005,North Santiam,Willamette,0 to 7.4,0,7.4,7.4,Temperature,12,Summer,1,"2,010.00",10/29/2010 0:00,No action,21,17,Anadromous fish passage; Salmonid fish rearing,"Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,"TMDL Approved: 09/29/2006
Willamette Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Willamette Basin TMDL</a>",Rearing: 17.8 C,"38,982.10",Molalla-Pudding French Prairie North Santiam
"25,988.00","12,903.00",Big Creek,Big Creek, , ,"1,224,407,448,030.00","1,224,407,448,030.00",0, ,"11,714.00",17090005,North Santiam,Willamette,0 to 3.7,0,3.7,3.7,Temperature,12,Year Round (Non-spawning),71,"2,010.00",10/29/2010 0:00,No action,21,33,Core cold water habitat,"Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,"TMDL Approved: 09/29/2006
Willamette Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Willamette Basin TMDL</a>",Core cold water habitat: 16.0 degrees Celsius 7-day-average maximum,"19,347.07",Molalla-Pudding French Prairie North Santiam
"26,278.00","13,468.00",Mill Creek,Mill Creek, , ,"1,230,393,449,520.00","1,230,393,449,520.00",0, ,"9,662.00",17090007,Middle Willamette,Willamette,0 to 19,0,19,19,Temperature,12,October 15 - May 15,46,"2,010.00",10/29/2010 0:00,No action,21,31,Salmon and steelhead spawning,"Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,"TMDL Approved: 09/29/2006
Willamette Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Willamette Basin TMDL</a>",Salmon and steelhead spawning: 13.0 degrees Celsius 7-day-average maximum,"99,289.77",Molalla-Pudding French Prairie North Santiam
"25,982.00","12,894.00",Sinker Creek,Sinker Creek, , ,"1,224,166,448,090.00","1,224,166,448,090.00",0, ,"11,717.00",17090005,North Santiam,Willamette,0 to 3.8,0,3.8,3.8,Temperature,12,Year Round (Non-spawning),71,"2,010.00",10/29/2010 0:00,No action,21,33,Core cold water habitat,"Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,"TMDL Approved: 09/29/2006
Willamette Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Willamette Basin TMDL</a>",Core cold water habitat: 16.0 degrees Celsius 7-day-average maximum,"19,865.71",Molalla-Pudding French Prairie North Santiam
"26,035.00","12,969.00",Molalla River,Molalla River, , ,"1,227,171,452,980.00","1,227,171,452,980.00",0, ,"9,246.00",17090009,Molalla-Pudding,Willamette,18.2 to 48.3,18.2,48.3,30.1,Temperature,12,Year Round (Non-spawning),71,"2,010.00",10/29/2010 0:00,No action,21,33,Core cold water habitat,"Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,"TMDL Approved: 12/31/2008
Molalla-Pudding Subbasin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Molalla-Pudding Subbasin TMDL</a>",Core cold water habitat: 16.0 degrees Celsius 7-day-average maximum,"157,426.57",Molalla-Pudding French Prairie North Santiam
"26,024.00","12,951.00",Beaver Creek,Beaver Creek, , ,"1,226,207,450,280.00","1,226,207,450,280.00",0, ,"2,862.00",17090009,Molalla-Pudding,Willamette,0 to 6.8,0,6.8,6.8,Temperature,12,Year Round (Non-spawning),71,"2,010.00",10/29/2010 0:00,No action,21,33,Core cold water habitat,"Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,"TMDL Approved: 12/31/2008
Molalla-Pudding Subbasin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Molalla-Pudding Subbasin TMDL</a>",Core cold water habitat: 16.0 degrees Celsius 7-day-average maximum,"35,375.95",Molalla-Pudding French Prairie North Santiam
"26,251.00","13,426.00",Molalla River,Molalla River, , ,"1,227,171,452,980.00","1,227,171,452,980.00",0, ,"9,247.00",17090009,Molalla-Pudding,Willamette,19.7 to 44.7,19.7,44.7,25,Temperature,12,August 15 - June 15,39,"2,010.00",10/29/2010 0:00,No action,21,31,Salmon and steelhead spawning,"Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,"TMDL Approved: 12/31/2008
Molalla-Pudding Subbasin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Molalla-Pudding Subbasin TMDL</a>",Salmon and steelhead spawning: 13.0 degrees Celsius 7-day-average maximum,"131,103.49",Molalla-Pudding French Prairie North Santiam
"26,046.00","12,985.00",Butte Creek,Butte Creek, , ,"1,227,735,451,610.00","1,227,735,451,610.00",0, ,"9,371.00",17090009,Molalla-Pudding,Willamette,11.9 to 35.6,11.9,35.6,23.7,Temperature,12,Year Round (Non-spawning),71,"2,010.00",10/29/2010 0:00,No action,21,33,Core cold water habitat,"Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,"TMDL Approved: 12/31/2008
Molalla-Pudding Subbasin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Molalla-Pudding Subbasin TMDL</a>",Core cold water habitat: 16.0 degrees Celsius 7-day-average maximum,"124,130.92",Molalla-Pudding French Prairie North Santiam
"26,027.00","12,957.00",South Fork Silver Creek,South Fork Silver Creek, , ,"1,226,643,448,890.00","1,226,643,448,890.00",0, ,"9,202.00",17090009,Molalla-Pudding,Willamette,0 to 7,0,7,7,Temperature,12,Year Round (Non-spawning),71,"2,010.00",10/29/2010 0:00,No action,21,34,Salmon and trout rearing and migration,"Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,"TMDL Approved: 12/31/2008
Molalla-Pudding Subbasin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Molalla-Pudding Subbasin TMDL</a>",Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,"36,660.00",Molalla-Pudding French Prairie North Santiam
"26,017.00","12,939.00",Teasel Creek,Teasel Creek, , ,"1,225,902,451,100.00","1,225,902,451,100.00",0, ,"9,113.00",17090009,Molalla-Pudding,Willamette,0 to 6.3,0,6.3,6.3,Temperature,12,Year Round (Non-spawning),71,"2,010.00",10/29/2010 0:00,No action,21,34,Salmon and trout rearing and migration,"Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,"TMDL Approved: 12/31/2008
Molalla-Pudding Subbasin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Molalla-Pudding Subbasin TMDL</a>",Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,"32,850.02",Molalla-Pudding French Prairie North Santiam
"26,087.00","13,038.00",Patterson Creek,Patterson Creek, , ,"1,229,968,451,160.00","1,229,968,451,160.00",0, ,"2,868.00",17090007,Middle Willamette,Willamette,0 to 7.2,0,7.2,7.2,Temperature,12,Year Round (Non-spawning),71,"2,010.00",10/29/2010 0:00,No action,21,34,Salmon and trout rearing and migration,"Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,"TMDL Approved: 09/29/2006
Willamette Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Willamette Basin TMDL</a>",Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,"37,852.36",Molalla-Pudding French Prairie North Santiam
"25,960.00","12,797.00",Marion Creek Trib,Marion Creek Trib, , ,"1,218,805,445,700.00","1,218,805,445,700.00",0, ,"2,924.00",17090005,North Santiam,Willamette,0 to 2.8,0,2.8,2.8,Temperature,12,Year Round (Non-spawning),71,"2,010.00",10/29/2010 0:00,No action,21,34,Salmon and trout rearing and migration,"Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,"TMDL Approved: 09/29/2006
Willamette Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Willamette Basin TMDL</a>",Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,"14,655.20",Molalla-Pudding French Prairie North Santiam
"19,633.00","17,008.00",Pringle Creek Trib,Pringle Creek Trib, , ,"1,230,217,449,090.00","1,230,217,449,090.00",0, ,"9,639.00",17090007,Middle Willamette,Willamette,0 to 2.8,0,2.8,2.8,Heptachlor,"2,246.00",Year Round,3,"2,004.00",4/25/2005 0:00,No action,21,24,Aquatic life; Human health,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004, ,Table 20 Toxic Substances,"14,589.62",Molalla-Pudding French Prairie North Santiam
"29,710.00","25,778.00",Pudding River,Pudding River, , ,"1,227,161,452,840.00","1,227,161,452,840.00",0, ,"31,782.00",17090009,Molalla-Pudding,Willamette,47.5 to 61.8,47.5,61.8,14.3,Dissolved Oxygen,6,October 15 - May 15,46,"2,012.00",6/25/2013 0:00,Added to database,7,4, ,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17, , , , ,Spawning: Not less than 11.0 mg/L or 95% of saturation,"72,551.65",Molalla-Pudding French Prairie North Santiam
"29,727.00","25,283.00",Champoeg Creek,Champoeg Creek, , ,"1,228,818,452,550.00","1,228,818,452,550.00",0, ,"1,683.00",17090007,Middle Willamette,Willamette,0 to 7.5,0,7.5,7.5,Dissolved Oxygen,6,January 1 - May 15,41,"2,012.00",6/25/2013 0:00,Added to database,7,4, ,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17, , , , ,Spawning: Not less than 11.0 mg/L or 95% of saturation,"37,614.28",Molalla-Pudding French Prairie North Santiam
"26,417.00","7,279.00",Clark Creek,Clark Creek, , ,"1,230,332,449,270.00","1,230,332,449,270.00",0, ,"1,779.00",17090007,Middle Willamette,Willamette,0 to 1.9,0,1.9,1.9,E. Coli,2,Undefined,72,"2,010.00",10/29/2010 0:00,No action,21,1,Water contact recreation,"Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,"TMDL Approved: 09/29/2006
Willamette Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Willamette Basin TMDL</a>",30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml,"9,932.75",Molalla-Pudding French Prairie North Santiam
"26,412.00","21,927.00",West Fork Little Pudding River,West Fork Little Pudding River, , ,"1,229,328,449,940.00","1,229,328,449,940.00",0, ,"12,225.00",17090009,Molalla-Pudding,Willamette,0 to 5.1,0,5.1,5.1,E. Coli,2,FallWinterSpring,2,"2,010.00",10/29/2010 0:00,No action,21,1,Water contact recreation,"Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,"TMDL Approved: 12/31/2008
Molalla-Pudding Subbasin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Molalla-Pudding Subbasin TMDL</a>",30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml,"26,547.40",Molalla-Pudding French Prairie North Santiam
"26,418.00","21,938.00",Shelton Ditch,Shelton Ditch, , ,"1,230,368,449,350.00","1,230,368,449,350.00",0, ,"12,226.00",17090007,Middle Willamette,Willamette,0 to 2.2,0,2.2,2.2,E. Coli,2,FallWinterSpring,2,"2,010.00",10/29/2010 0:00,No action,21,1,Water contact recreation,"Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,"TMDL Approved: 09/29/2006
Willamette Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Willamette Basin TMDL</a>",30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml,"11,420.48",Molalla-Pudding French Prairie North Santiam
"29,575.00","25,284.00",Champoeg Creek,Champoeg Creek, , ,"1,228,818,452,550.00","1,228,818,452,550.00",0, ,"1,683.00",17090007,Middle Willamette,Willamette,0 to 7.5,0,7.5,7.5,Dissolved Oxygen,6,Year Round (Non-spawning),71,"2,012.00",6/25/2013 0:00,Added to database,7,8, ,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17, , , , ,Cool water: Not less than 6.5 mg/l,"37,614.28",Molalla-Pudding French Prairie North Santiam
"25,928.00","8,602.00",Zollner Creek,Zollner Creek, , ,"1,228,266,451,050.00","1,228,266,451,050.00",0, ,"1,640.00",17090009,Molalla-Pudding,Willamette,0 to 7.8,0,7.8,7.8,Chlordane,"2,219.00",Year Round,3,"2,010.00",10/29/2010 0:00,No action,21,24,Drinking water; Fishing,"Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,"TMDL Approved: 12/31/2008
Molalla-Pudding Subbasin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Molalla-Pudding Subbasin TMDL</a>",Table 20 Toxic Substances,"40,078.46",Molalla-Pudding French Prairie North Santiam
"25,923.00","8,394.00",Zollner Creek,Zollner Creek, , ,"1,228,266,451,050.00","1,228,266,451,050.00",0, ,"1,640.00",17090009,Molalla-Pudding,Willamette,0 to 7.8,0,7.8,7.8,Nitrates,"2,266.00",Year Round,3,"2,010.00",10/29/2010 0:00,No action,21,24,Fishing; Drinking water,"Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,"TMDL Approved: 12/31/2008
Molalla-Pudding Subbasin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Molalla-Pudding Subbasin TMDL</a>",Table 20 Toxic Substances,"40,078.46",Molalla-Pudding French Prairie North Santiam
"8,736.00","7,489.00",Pringle Creek,Pringle Creek, , ,"1,230,450,449,390.00","1,230,450,449,390.00",0, ,"1,789.00",17090007,Middle Willamette,Willamette,0 to 6.2,0,6.2,6.2,Copper,"2,187.00",Year Round,3,"2,002.00",8/1/2002 0:00,No action,21,24,Resident fish and aquatic life; Anadromous fish passage,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,Previous Status: 303(d),Previous Action: Status modification - Added to 303(d) list,Previous Assessment Year: 2002, ,Table 20 Toxic Substances,"32,254.76",Molalla-Pudding French Prairie North Santiam
"8,738.00","7,938.00",Pringle Creek,Pringle Creek, , ,"1,230,450,449,390.00","1,230,450,449,390.00",0, ,"1,789.00",17090007,Middle Willamette,Willamette,0 to 6.2,0,6.2,6.2,Zinc,"2,303.00",Year Round,3,"2,002.00",8/1/2002 0:00,No action,21,24,Resident fish and aquatic life; Anadromous fish passage,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,Previous Status: 303(d),Previous Action: Status modification - Added to 303(d) list,Previous Assessment Year: 2002, ,Table 20 Toxic Substances,"32,254.76",Molalla-Pudding French Prairie North Santiam
"8,737.00","7,143.00",Pringle Creek,Pringle Creek, , ,"1,230,450,449,390.00","1,230,450,449,390.00",0, ,"1,789.00",17090007,Middle Willamette,Willamette,0 to 6.2,0,6.2,6.2,Lead,"2,257.00",Year Round,3,"2,002.00",8/1/2002 0:00,No action,21,24,Resident fish and aquatic life; Anadromous fish passage,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,Previous Status: 303(d),Previous Action: Status modification - Added to 303(d) list,Previous Assessment Year: 2002, ,Table 20 Toxic Substances,"32,254.76",Molalla-Pudding French Prairie North Santiam
"11,404.00","7,319.00",Champoeg Creek,Champoeg Creek, , ,"1,228,818,452,550.00","1,228,818,452,550.00",0, ,"1,683.00",17090007,Middle Willamette,Willamette,0 to 7.5,0,7.5,7.5,Dieldrin,"2,227.00",Year Round,3,"2,002.00",8/1/2002 0:00,No action,21,24,Fishing; Drinking water,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,Previous Status: 303(d),Previous Action: Status modification - Added to 303(d) list,Previous Assessment Year: 2002, ,Table 20 Toxic Substances,"37,614.28",Molalla-Pudding French Prairie North Santiam
"26,509.00","23,221.00",Marion Creek/Marion Lake,Marion Creek,Marion Lake, ,0,"1,219,478,446,210.00","1,218,578,445,550.00", ,"31,002.00",17090005,North Santiam,Willamette,6.9 to 8.2,6.9,8.2,1.3,Aquatic Weeds Or Algae,1,Undefined,72,"2,010.00",11/7/2010 0:00,No action,21,1,Aesthetics; Water supply; Water contact recreation; Fishing; Livestock watering; Drinking water,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: New Cat 5: 303(d) listing,Previous Assessment Year: 2010, ,"The development of fungi or other growths having a deleterious effect on stream bottoms, fish or other aquatic life, or which are injurious to health, recreation or industry may not be allowed.","6,865.92",Molalla-Pudding French Prairie North Santiam
"26,484.00","6,243.00",North Santiam River/Detroit Reservoir,North Santiam River,Detroit Reservoir, ,0,"1,230,064,446,870.00","1,221,732,447,150.00", ,"1,757.00",17090005,North Santiam,Willamette,47.9 to 56.4,47.9,56.4,8.5,Aquatic Weeds Or Algae,1,Undefined,72,"2,010.00",11/7/2010 0:00,No action,21,1,Fishing; Drinking water; Aesthetics; Livestock watering; Water supply; Water contact recreation,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Status modification - Added to 303(d) list,Previous Assessment Year: 2010, ,"The development of fungi or other growths having a deleterious effect on stream bottoms, fish or other aquatic life, or which are injurious to health, recreation or industry may not be allowed.","44,886.98",Molalla-Pudding French Prairie North Santiam
