ASSESSMENT,RECORD_ID,STREAM_LAK,STREAM_NAM,LAKE_NAME,BEACH_NAME,LLID_STREA,LLID_STR_1,LLID_LAKE,EPA_BEACH_,SEGMENT_ID,HUC_4TH_CO,HUC_4TH_NA,HUC_3RD_NA,MILES,RM1,RM2,SEGMENT_MI,POLLUTANT,POLLUTANT_,SEASON,SEASON_ID,ASSESSME_1,ASSESSME_2,ACTION,ACTION_ID,NUMERIC_CR,AFFECTED_U,LISTING_ST,STATUS_ID,PREVIOUS_S,PREVIOUS_A,LISTING_YE,TMDL_INFO,CRITERIA,COMMENTS,SUMMARY,Shape_Leng,PlanName
1034,1052,Minam River,Minam River,NA,NA,1.18E+12,1.18E+12,0,NA,236,17060105,Wallowa,Lower Snake,0 to 10.2,0,10.2,10.2,Sedimentation,11,Undefined,72,1998,12/1/1998,No action,21,5,Salmonid fish spawning; Resident fish and aquatic life; Salmonid fish rearing,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,Previous Status: 303(d),Previous Action: Added to database,Previous Assessment Year: 1998,NA,"The formation of appreciable bottom or sludge deposits or the formation of any organic or inorganic deposits deleterious to fish or other aquatic life or injurious to public health, recreation, or industry may not be allowed.",NA,Previous Data:  Snake R Chinook runs are 10-15% of historic numbers and are listed under ESA.  Redds have declined (176 in 1964; 19/92); excess fine sediment have been identified as high priority - most of drainage is now wilderness (Wallowa Co Salmon Re,53454.43229,Wallowa
1026,1044,Lostine River,Lostine River,NA,NA,1.17E+12,1.17E+12,0,NA,187,17060105,Wallowa,Lower Snake,0 to 9,0,9,9,Sedimentation,11,Undefined,72,1998,12/1/1998,No action,21,5,Salmonid fish spawning; Resident fish and aquatic life; Salmonid fish rearing,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,Previous Status: 303(d),Previous Action: Added to database,Previous Assessment Year: 1998,NA,"The formation of appreciable bottom or sludge deposits or the formation of any organic or inorganic deposits deleterious to fish or other aquatic life or injurious to public health, recreation, or industry may not be allowed.",NA,"Previous Data:  Snake R Chinook runs are 10-15% of historic numbers and are listed under ESA.  Redds have declined (114 in 1964; 14/91); excess fine sediment has been identified as high priority  (Wallowa County Salmon Recovery Plan, 1993).",47035.34615,Wallowa
27773,12538,Grande Ronde River,Grande Ronde River,NA,NA,1.17E+12,1.17E+12,0,NA,7649,17060104; 17060106,Upper Grande Ronde; Lower Grande Ronde,Lower Snake,35.6 to 172.4,35.6,172.4,136.8,Temperature,12,Year Round (Non-spawning),71,2010,3/11/2011,No action,21,34,Salmon and trout rearing and migration,"Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,"TMDL Approved: 09/24/2010
Lower Grande Ronde Subbasins TMDLs
<a target=""_blank"" href=""http://www.deq.state.or.us/wq/tmdls/docs/granderondebasin/LGR/LGRtmdlF.pdf"">Lower Grande Ronde Subbasins TMDLs</a>",Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,NA,"2004 Data: 
[DEQ] LASAR 23028 River Mile 45.1: From 7/24/1999 to 9/20/1999, 59 days with 7-day-average maximum > 16 degrees Celsius.
[DEQ] LASAR 23029 River Mile 38: From 7/24/1999 to 9/20/1999, 40 days with 7-day-average maximum > 18 degrees Celsius.",710687.9329,Wallowa
27659,925,Spring Creek,Spring Creek,NA,NA,1.17E+12,1.17E+12,0,NA,159,17060105,Wallowa,Lower Snake,0 to 4.5,0,4.5,4.5,Fecal Coliform,3,FallWinterSpring,2,2010,3/11/2011,No action,21,29,Water contact recreation,"Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,"TMDL Approved: 09/24/2010
Lower Grande Ronde Subbasins TMDLs
<a target=""_blank"" href=""http://www.deq.state.or.us/wq/tmdls/docs/granderondebasin/LGR/LGRtmdlF.pdf"">Lower Grande Ronde Subbasins TMDLs</a>",Fecal coliform log mean of 200 organisms per 100 ml; no more than 10% > 400 per 100 ml,NA,"Previous Data: 
DEQ Data (5 Sites: 404264, 404263, 404262, 404261, 404260; RM 0.3 - 3.0): 18% (2 of 11), 15% (2 of 13), 21% (3 of 14), 23% (3 of 13), 8% (1 of 13) FWS values exceeded fecal coliform standard (400) with maximum values of 1100 in 1989.",23689.94602,Wallowa
27772,12537,Dry Creek,Dry Creek,NA,NA,1.17E+12,1.17E+12,0,NA,3055,17060102,Imnaha,Lower Snake,0 to 4.2,0,4.2,4.2,Temperature,12,Year Round (Non-spawning),71,2010,3/11/2011,No action,21,32,Bull trout spawning and juvenile rearing,"Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,"TMDL Approved: 09/24/2010
Lower Grande Ronde Subbasins TMDLs
<a target=""_blank"" href=""http://www.deq.state.or.us/wq/tmdls/docs/granderondebasin/LGR/LGRtmdlF.pdf"">Lower Grande Ronde Subbasins TMDLs</a>",Bull trout spawning and juvenile rearing: 12.0 degrees Celsius 7-day-average maximum,NA,"2004 Data: 
[DEQ] LASAR 23604 River Mile 0.1: From 6/10/2000 to 6/18/2000, 0 days with 7-day-average maximum > 12 degrees Celsius.
[DEQ] LASAR 25382 River Mile 2.7: From 5/12/2001 to 9/14/2001, 13 days with 7-day-average maximum > 12 degrees Celsius.",22125.76153,Wallowa
27782,12563,Wallupa Creek,Wallupa Creek,NA,NA,1.17E+12,1.17E+12,0,NA,190,17060106,Lower Grande Ronde,Lower Snake,0 to 10.1,0,10.1,10.1,Temperature,12,Year Round (Non-spawning),71,2010,3/11/2011,No action,21,34,Salmon and trout rearing and migration,"Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,"TMDL Approved: 09/24/2010
Lower Grande Ronde Subbasins TMDLs
<a target=""_blank"" href=""http://www.deq.state.or.us/wq/tmdls/docs/granderondebasin/LGR/LGRtmdlF.pdf"">Lower Grande Ronde Subbasins TMDLs</a>",Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,NA,"2004 Data: 
[BLM - Vale] LASAR 27800 River Mile 0.4: From 5/28/2001 to 9/21/2002, 117 days with 7-day-average maximum > 18 degrees Celsius.
[BLM - Vale] LASAR 27801 River Mile 2: From 5/28/2001 to 9/21/2002, 90 days with 7-day-average maximum > 18 degr",52921.22796,Wallowa
1024,1042,Wallowa River,Wallowa River,NA,NA,1.18E+12,1.18E+12,0,NA,244,17060105,Wallowa,Lower Snake,0 to 50,0,50,50,Sedimentation,11,Undefined,72,1998,12/1/1998,No action,21,5,Resident fish and aquatic life; Salmonid fish rearing; Salmonid fish spawning,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,Previous Status: 303(d),Previous Action: Added to database,Previous Assessment Year: 1998,NA,"The formation of appreciable bottom or sludge deposits or the formation of any organic or inorganic deposits deleterious to fish or other aquatic life or injurious to public health, recreation, or industry may not be allowed.",NA,"Previous Data:  Snake R Chinook runs are 10-15% of historic numbers and are listed under ESA.  Redds have declined (35 in 1964; 0/92); excess fine sediment have been identified as high priority (Wallowa County Salmon Recovery Plan, 1993).",263172.4461,Wallowa
1033,1051,Hurricane Creek,Hurricane Creek,NA,NA,1.17E+12,1.17E+12,0,NA,156,17060105,Wallowa,Lower Snake,0 to 7.6,0,7.6,7.6,Sedimentation,11,Undefined,72,1998,12/1/1998,No action,21,5,Salmonid fish rearing; Resident fish and aquatic life; Salmonid fish spawning,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,Previous Status: 303(d),Previous Action: Added to database,Previous Assessment Year: 1998,NA,"The formation of appreciable bottom or sludge deposits or the formation of any organic or inorganic deposits deleterious to fish or other aquatic life or injurious to public health, recreation, or industry may not be allowed.",NA,"Previous Data:  Snake R Chinook runs are 10-15% of historic numbers and are listed under ESA.  Redds have declined (28 in 64, 1 in 92); excess fine sediment have been identified as high priority (Wallowa County Salmon Recovery Plan, 1993).",39570.42257,Wallowa
1032,1050,Bear Creek,Bear Creek,NA,NA,1.18E+12,1.18E+12,0,NA,197,17060105,Wallowa,Lower Snake,0 to 7.5,0,7.5,7.5,Sedimentation,11,Undefined,72,1998,12/1/1998,No action,21,5,Resident fish and aquatic life; Salmonid fish rearing; Salmonid fish spawning,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,Previous Status: 303(d),Previous Action: Added to database,Previous Assessment Year: 1998,NA,"The formation of appreciable bottom or sludge deposits or the formation of any organic or inorganic deposits deleterious to fish or other aquatic life or injurious to public health, recreation, or industry may not be allowed.",NA,"Previous Data:  Snake R Chinook runs are 10-15% of historic numbers and are listed under ESA.  Redds in Bear Creek have declined (24 in 1964; 55/72; 0/91); excess fine sediment have been identified as high priority (Wallowa County Salmon Recovery Plan, 1",39348.6292,Wallowa
921,938,Prairie Creek,Prairie Creek,NA,NA,1.17E+12,1.17E+12,0,NA,155,17060105,Wallowa,Lower Snake,0 to 12.5,0,12.5,12.5,Dissolved Oxygen,6,Spring/Summer,16,1998,12/1/1998,No action,21,4,Resident fish and aquatic life; Anadromous fish passage; Salmonid fish spawning; Salmonid fish rearing,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,Previous Status: 303(d),Previous Action: Added to database,Previous Assessment Year: 1998,NA,Spawning: Not less than 11.0 mg/L or 95% of saturation,NA,"Previous Data:  DEQ Data (2 Sites: 404268, 404267; RM 2.9, 3.1): 50% (5 of 10), 40% (4 of 10) March - July values exceeded Dissolved Oxygen standard (11 mg/l or 95% saturation) with a minimum of 8.9 mg/l (89%) in 1989 (cold water fishery, spawning app. M",65175.74667,Wallowa
27770,12535,Little Sheep Creek,Little Sheep Creek,NA,NA,1.17E+12,1.17E+12,0,NA,7635,17060102,Imnaha,Lower Snake,0 to 26,0,26,26,Temperature,12,Year Round (Non-spawning),71,2010,3/11/2011,No action,21,34,Salmon and trout rearing and migration,"Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,"TMDL Approved: 09/24/2010
Lower Grande Ronde Subbasins TMDLs
<a target=""_blank"" href=""http://www.deq.state.or.us/wq/tmdls/docs/granderondebasin/LGR/LGRtmdlF.pdf"">Lower Grande Ronde Subbasins TMDLs</a>",Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,NA,"2004 Data: 
[DEQ] LASAR 21447 River Mile 0: From 6/27/1999 to 9/17/1999, 53 days with 7-day-average maximum > 18 degrees Celsius.
[DEQ] LASAR 24093 River Mile 2.8: From 7/31/2000 to 8/25/2000, 19 days with 7-day-average maximum > 18 degrees Celsius.",136623.718,Wallowa
27768,12532,Big Sheep Creek,Big Sheep Creek,NA,NA,1.17E+12,1.17E+12,0,NA,7631,17060102,Imnaha,Lower Snake,0 to 10,0,10,10,Temperature,12,Year Round (Non-spawning),71,2010,3/11/2011,No action,21,34,Salmon and trout rearing and migration,"Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,"TMDL Approved: 09/24/2010
Lower Grande Ronde Subbasins TMDLs
<a target=""_blank"" href=""http://www.deq.state.or.us/wq/tmdls/docs/granderondebasin/LGR/LGRtmdlF.pdf"">Lower Grande Ronde Subbasins TMDLs</a>",Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,NA,"2004 Data: 
[DEQ] LASAR 21446 River Mile 3.1: From 6/27/1999 to 9/17/1999, 48 days with 7-day-average maximum > 18 degrees Celsius.
[DEQ] LASAR 24096 River Mile 1: From 7/31/2000 to 8/25/2000, 26 days with 7-day-average maximum > 18 degrees Celsius.",52319.07251,Wallowa
27776,12544,Chesnimnus Creek,Chesnimnus Creek,NA,NA,1.17E+12,1.17E+12,0,NA,122,17060106,Lower Grande Ronde,Lower Snake,0 to 26.4,0,26.4,26.4,Temperature,12,Year Round (Non-spawning),71,2010,3/11/2011,No action,21,34,Salmon and trout rearing and migration,"Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,"TMDL Approved: 09/24/2010
Lower Grande Ronde Subbasins TMDLs
<a target=""_blank"" href=""http://www.deq.state.or.us/wq/tmdls/docs/granderondebasin/LGR/LGRtmdlF.pdf"">Lower Grande Ronde Subbasins TMDLs</a>",Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,NA,"2004 Data: 
[DEQ] LASAR 23044 River Mile 0.3: From 7/26/1999 to 9/18/1999, 37 days with 7-day-average maximum > 18 degrees Celsius.
[DEQ] LASAR 24057 River Mile 2.3: From 8/6/2000 to 9/7/2000, 24 days with 7-day-average maximum > 18 degrees Celsius.",137860.8864,Wallowa
27778,12555,Courtney Creek,Courtney Creek,NA,NA,1.17E+12,1.17E+12,0,NA,174,17060106,Lower Grande Ronde,Lower Snake,0 to 14.3,0,14.3,14.3,Temperature,12,Year Round (Non-spawning),71,2010,3/11/2011,No action,21,34,Salmon and trout rearing and migration,"Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,"TMDL Approved: 09/24/2010
Lower Grande Ronde Subbasins TMDLs
<a target=""_blank"" href=""http://www.deq.state.or.us/wq/tmdls/docs/granderondebasin/LGR/LGRtmdlF.pdf"">Lower Grande Ronde Subbasins TMDLs</a>",Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,NA,"2004 Data: 
[DEQ] LASAR 24070 River Mile 0.4: From 7/21/2000 to 9/8/2000, 39 days with 7-day-average maximum > 18 degrees Celsius.
[BLM - Vale] LASAR 27796 River Mile 3.2: From 6/16/2001 to 9/22/2001, 0 days with 7-day-average maximum > 18 degrees Cels",74827.27024,Wallowa
1036,1054,Prairie Creek,Prairie Creek,NA,NA,1.17E+12,1.17E+12,0,NA,155,17060105,Wallowa,Lower Snake,0 to 12.5,0,12.5,12.5,Sedimentation,11,Undefined,72,1998,12/1/1998,No action,21,5,Salmonid fish spawning; Resident fish and aquatic life; Salmonid fish rearing,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,Previous Status: 303(d),Previous Action: Added to database,Previous Assessment Year: 1998,NA,"The formation of appreciable bottom or sludge deposits or the formation of any organic or inorganic deposits deleterious to fish or other aquatic life or injurious to public health, recreation, or industry may not be allowed.",NA,"Previous Data:  Snake R Chinook runs are 10-15% of historic numbers and are listed under ESA.  Excess fine sediment and cobble embeddedness have been identified as high priority  (Wallowa County Salmon Recovery Plan, 1993).",65175.74667,Wallowa
27898,24363,Wallowa River,Wallowa River,NA,NA,1.18E+12,1.18E+12,0,NA,31492,17060105,Wallowa,Lower Snake,0 to 35.7,0,35.7,35.7,Dissolved Oxygen,6,January 1 - June 15,42,2010,1/29/2013,No action,21,4,NA,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: EPA addition to 303(d) list,Previous Assessment Year: 2010,NA,Spawning: Not less than 11.0 mg/L or 95% of saturation,NA,"2010 Data:
EPA addition to 303(d) list 12/14/2012:  Five exceedences of the spawning criteria  out of 36 days between 2/23/99 and 4/5/11 at LASAR station 10401, Wallowa River at Minam.",187905.1263,Wallowa
27656,911,Peavine Creek,Peavine Creek,NA,NA,1.17E+12,1.17E+12,0,NA,112,17060106,Lower Grande Ronde,Lower Snake,0 to 5.3,0,5.3,5.3,Temperature,12,Summer,1,2010,3/11/2011,No action,21,17,Anadromous fish passage; Salmonid fish rearing,"Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,"TMDL Approved: 09/24/2010
Lower Grande Ronde Subbasins TMDLs
<a target=""_blank"" href=""http://www.deq.state.or.us/wq/tmdls/docs/granderondebasin/LGR/LGRtmdlF.pdf"">Lower Grande Ronde Subbasins TMDLs</a>",Rearing: 17.8 C,NA,"Previous Data: 
USFS Data (2 Sites: At confluence with West Fork and At mouth): 7 day moving average of daily maximums of 65.8 and 72.2 respectively  exceeded temperature standard (64) in 1993.",27963.63116,Wallowa
1066,1084,Chesnimnus Creek,Chesnimnus Creek,NA,NA,1.17E+12,1.17E+12,0,NA,122,17060106,Lower Grande Ronde,Lower Snake,0 to 26.4,0,26.4,26.4,Sedimentation,11,Undefined,72,1998,12/1/1998,No action,21,5,Resident fish and aquatic life; Salmonid fish rearing; Salmonid fish spawning,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,Previous Status: 303(d),Previous Action: Added to database,Previous Assessment Year: 1998,NA,"The formation of appreciable bottom or sludge deposits or the formation of any organic or inorganic deposits deleterious to fish or other aquatic life or injurious to public health, recreation, or industry may not be allowed.",NA,"Previous Data:  Summer Steelhead are a stock of concern.  Embeddedness has been identified as being below or near Forest Plan Standard and Guidelines (Upper Joseph Creek Watershed Analysis, USFS, 1995)",137860.8864,Wallowa
1041,1059,Grande Ronde River,Grande Ronde River,NA,NA,1.17E+12,1.17E+12,0,NA,72,17060106,Lower Grande Ronde,Lower Snake,36.3 to 80.7,36.3,80.7,44.4,Sedimentation,11,Undefined,72,1998,12/1/1998,No action,21,5,Salmonid fish rearing; Salmonid fish spawning; Resident fish and aquatic life,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,Previous Status: 303(d),Previous Action: Added to database,Previous Assessment Year: 1998,NA,"The formation of appreciable bottom or sludge deposits or the formation of any organic or inorganic deposits deleterious to fish or other aquatic life or injurious to public health, recreation, or industry may not be allowed.",NA,"Previous Data:  Snake R Chinook runs are 10-15% of historic numbers and are listed under ESA.  Excess fine sediment have been identified as high priority (Wallowa County Salmon Recovery Plan, 1993).",233368.8082,Wallowa
27658,924,Prairie Creek,Prairie Creek,NA,NA,1.17E+12,1.17E+12,0,NA,155,17060105,Wallowa,Lower Snake,0 to 12.5,0,12.5,12.5,Fecal Coliform,3,FallWinterSpring,2,2010,3/11/2011,No action,21,29,Water contact recreation,"Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,"TMDL Approved: 09/24/2010
Lower Grande Ronde Subbasins TMDLs
<a target=""_blank"" href=""http://www.deq.state.or.us/wq/tmdls/docs/granderondebasin/LGR/LGRtmdlF.pdf"">Lower Grande Ronde Subbasins TMDLs</a>",Fecal coliform log mean of 200 organisms per 100 ml; no more than 10% > 400 per 100 ml,NA,"Previous Data: 
DEQ Data (2 Sites: 404268 and, 404267; RM 2.9 and 3.1): 50% (6 of 12) and 54% (7 of 13) FWS values exceed fecal coliform standard (400) with maximum values of 1100 and 1100 respectively in 1989.",65175.74667,Wallowa
27654,890,Deer Creek,Deer Creek,NA,NA,1.18E+12,1.18E+12,0,NA,231,17060105,Wallowa,Lower Snake,0 to 10.2,0,10.2,10.2,Temperature,12,Summer,1,2010,3/11/2011,No action,21,20,Salmonid fish rearing; Salmonid fish spawning,"Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,"TMDL Approved: 09/24/2010
Lower Grande Ronde Subbasins TMDLs
<a target=""_blank"" href=""http://www.deq.state.or.us/wq/tmdls/docs/granderondebasin/LGR/LGRtmdlF.pdf"">Lower Grande Ronde Subbasins TMDLs</a>",Bull Trout: 10.0 C,NA,"Previous Data: 
USFS Data (Site in Section 10 and Above Sage Creek): 7 day moving average of daily maximums of 54.7 and 63.4 respectively exceeded Bull Trout temperature standard (50) in 1993.",53586.79048,Wallowa
1084,1102,Elk Creek,Elk Creek,NA,NA,1.17E+12,1.17E+12,0,NA,120,17060106,Lower Grande Ronde,Lower Snake,0 to 13.7,0,13.7,13.7,Sedimentation,11,Undefined,72,1998,12/1/1998,No action,21,5,Resident fish and aquatic life; Salmonid fish spawning; Salmonid fish rearing,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,Previous Status: 303(d),Previous Action: Added to database,Previous Assessment Year: 1998,NA,"The formation of appreciable bottom or sludge deposits or the formation of any organic or inorganic deposits deleterious to fish or other aquatic life or injurious to public health, recreation, or industry may not be allowed.",NA,"Previous Data:  Summer Steelhead are a stock of concern.  Embeddedness has been identified as being below Forest Plan Standard and Guidelines (Upper Joseph Creek Watershed Analysis, USFS, 1995)",71696.45249,Wallowa
27655,908,Elk Creek,Elk Creek,NA,NA,1.17E+12,1.17E+12,0,NA,120,17060106,Lower Grande Ronde,Lower Snake,0 to 13.7,0,13.7,13.7,Temperature,12,Summer,1,2010,3/11/2011,No action,21,17,Anadromous fish passage; Salmonid fish rearing,"Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,"TMDL Approved: 09/24/2010
Lower Grande Ronde Subbasins TMDLs
<a target=""_blank"" href=""http://www.deq.state.or.us/wq/tmdls/docs/granderondebasin/LGR/LGRtmdlF.pdf"">Lower Grande Ronde Subbasins TMDLs</a>",Rearing: 17.8 C,NA,"Previous Data: 
USFS Data (2 Sites: Lower and Upper): 7 day moving average of daily maximums of 64.4 and 69.4 respectively exceeded temperature standard (64) in 1993.",71696.45249,Wallowa
27657,912,Salmon Creek,Salmon Creek,NA,NA,1.17E+12,1.17E+12,0,NA,108,17060106,Lower Grande Ronde,Lower Snake,0 to 13.6,0,13.6,13.6,Temperature,12,Summer,1,2010,3/11/2011,No action,21,17,Anadromous fish passage; Salmonid fish rearing,"Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,"TMDL Approved: 09/24/2010
Lower Grande Ronde Subbasins TMDLs
<a target=""_blank"" href=""http://www.deq.state.or.us/wq/tmdls/docs/granderondebasin/LGR/LGRtmdlF.pdf"">Lower Grande Ronde Subbasins TMDLs</a>",Rearing: 17.8 C,NA,"Previous Data: 
ODFW Data (2 Sites: Lower and Upper):  7 day moving average of daily maximums of 80.1/71.6 and 77.8/77.5 exceeded temperature standard (64) in 1992/1993 respectively.",71136.15197,Wallowa
27652,827,Lightning Creek,Lightning Creek,NA,NA,1.17E+12,1.17E+12,0,NA,44,17060102,Imnaha,Lower Snake,0 to 24.8,0,24.8,24.8,Temperature,12,Summer,1,2010,3/11/2011,No action,21,17,Salmonid fish rearing; Anadromous fish passage,"Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,"TMDL Approved: 09/24/2010
Lower Grande Ronde Subbasins TMDLs
<a target=""_blank"" href=""http://www.deq.state.or.us/wq/tmdls/docs/granderondebasin/LGR/LGRtmdlF.pdf"">Lower Grande Ronde Subbasins TMDLs</a>",Rearing: 17.8 C,NA,"Previous Data: 
USFS Data (Site at mouth): 7 day moving average of daily maximums of 65.3 and 66.5 exceeded temperature standard (64) in 1992 and 1993 respectively.",130283.1685,Wallowa
14132,20842,Grande Ronde River,Grande Ronde River,NA,NA,1.17E+12,1.17E+12,0,NA,11775,17060104; 17060106,Upper Grande Ronde; Lower Grande Ronde,Lower Snake,65.9 to 104.9,65.9,104.9,39,Dissolved Oxygen,6,January 1 - May 15,41,2004,4/11/2005,No action,21,4,Salmon and steelhead spawning,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004,NA,Spawning: Not less than 11.0 mg/L or 95% of saturation,NA,"Previous Data:  [DEQ/ODA - Salem] LASAR 10719 River Mile 97.5: From 2/8/1994 to 4/15/2003, 2 out of 20 samples (10%) < 11 mg/l and applicable % saturation.",205047.0048,Wallowa
27660,926,Wallowa River,Wallowa River,NA,NA,1.18E+12,1.18E+12,0,NA,244,17060105,Wallowa,Lower Snake,0 to 50,0,50,50,Fecal Coliform,3,Summer,1,2010,3/11/2011,No action,21,29,Water contact recreation,"Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,"TMDL Approved: 09/24/2010
Lower Grande Ronde Subbasins TMDLs
<a target=""_blank"" href=""http://www.deq.state.or.us/wq/tmdls/docs/granderondebasin/LGR/LGRtmdlF.pdf"">Lower Grande Ronde Subbasins TMDLs</a>",Fecal coliform log mean of 200 organisms per 100 ml; no more than 10% > 400 per 100 ml,NA,"Previous Data: 
DEQ Data (Site 402080; RM 1.0): 15% (3 of 20) Summer values exceeded fecal coliform standard (400) with a maximum value of 1600 between WY 86 - 96.",263172.4461,Wallowa
27863,13659,Prairie Creek,Prairie Creek,NA,NA,1.17E+12,1.17E+12,0,NA,7711,17060105,Wallowa,Lower Snake,0 to 2.4,0,2.4,2.4,E. Coli,2,Summer,1,2010,3/11/2011,No action,21,1,Water contact recreation,"Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,"TMDL Approved: 09/24/2010
Lower Grande Ronde Subbasins TMDLs
<a target=""_blank"" href=""http://www.deq.state.or.us/wq/tmdls/docs/granderondebasin/LGR/LGRtmdlF.pdf"">Lower Grande Ronde Subbasins TMDLs</a>",30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml,NA,"2004 Data: 
[DEQ] LASAR 21517 River Mile 1.6: From 6/22/1999 to 5/23/2001, 3 out of 5 samples (60%) > 406 organisms; maximum 30-day log mean of 0",12564.94935,Wallowa
27653,889,Little Bear Creek,Little Bear Creek,NA,NA,1.18E+12,1.18E+12,0,NA,201,17060105,Wallowa,Lower Snake,0 to 8,0,8,8,Temperature,12,Summer,1,2010,3/11/2011,No action,21,20,Salmonid fish spawning; Salmonid fish rearing,"Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,"TMDL Approved: 09/24/2010
Lower Grande Ronde Subbasins TMDLs
<a target=""_blank"" href=""http://www.deq.state.or.us/wq/tmdls/docs/granderondebasin/LGR/LGRtmdlF.pdf"">Lower Grande Ronde Subbasins TMDLs</a>",Bull Trout: 10.0 C,NA,"Previous Data: 
USFS Data (Site at culvert): 7 day moving average of daily maximums of 59.0 exceeded Bull Trout temperature standard (50) in 1993.",42104.19827,Wallowa
